name_hc,mb_2008,mb_2009,parent_key,key,setofmb_hc,id,idext,region,zone,woreda,wname,
Kelisha health center,32,153,uuid:a160554b-9948-4a88-9c6a-7c494ee17465/r1[1],uuid:a160554b-9948-4a88-9c6a-7c494ee17465/r1[1]/mb_HC[4],uuid:a160554b-9948-4a88-9c6a-7c494ee17465/r1[1]/mb_HC,uuid:a160554b-9948-4a88-9c6a-7c494ee17465,r1[1],Tigray,Eastern Tigray,110,Atsbi Wonberta,
Dera health center,67,101,uuid:a160554b-9948-4a88-9c6a-7c494ee17465/r1[1],uuid:a160554b-9948-4a88-9c6a-7c494ee17465/r1[1]/mb_HC[1],uuid:a160554b-9948-4a88-9c6a-7c494ee17465/r1[1]/mb_HC,uuid:a160554b-9948-4a88-9c6a-7c494ee17465,r1[1],Tigray,Eastern Tigray,110,Atsbi Wonberta,
Hayki meshal,132,147,uuid:a160554b-9948-4a88-9c6a-7c494ee17465/r1[1],uuid:a160554b-9948-4a88-9c6a-7c494ee17465/r1[1]/mb_HC[3],uuid:a160554b-9948-4a88-9c6a-7c494ee17465/r1[1]/mb_HC,uuid:a160554b-9948-4a88-9c6a-7c494ee17465,r1[1],Tigray,Eastern Tigray,110,Atsbi Wonberta,
Habes health center,41,47,uuid:a160554b-9948-4a88-9c6a-7c494ee17465/r1[1],uuid:a160554b-9948-4a88-9c6a-7c494ee17465/r1[1]/mb_HC[2],uuid:a160554b-9948-4a88-9c6a-7c494ee17465/r1[1]/mb_HC,uuid:a160554b-9948-4a88-9c6a-7c494ee17465,r1[1],Tigray,Eastern Tigray,110,Atsbi Wonberta,
Dongicho,11,5,uuid:a16f7438-1b4d-4b33-abd0-635d63fa77d6/r1[1],uuid:a16f7438-1b4d-4b33-abd0-635d63fa77d6/r1[1]/mb_HC[2],uuid:a16f7438-1b4d-4b33-abd0-635d63fa77d6/r1[1]/mb_HC,uuid:a16f7438-1b4d-4b33-abd0-635d63fa77d6,r1[1],,,,,
Durame HC,21,9,uuid:a16f7438-1b4d-4b33-abd0-635d63fa77d6/r1[1],uuid:a16f7438-1b4d-4b33-abd0-635d63fa77d6/r1[1]/mb_HC[1],uuid:a16f7438-1b4d-4b33-abd0-635d63fa77d6/r1[1]/mb_HC,uuid:a16f7438-1b4d-4b33-abd0-635d63fa77d6,r1[1],,,,,
Feresmay  health  center,1898,1675,uuid:a18e8179-8b9a-43b6-9703-f39b520e89b1/r1[3],uuid:a18e8179-8b9a-43b6-9703-f39b520e89b1/r1[3]/mb_HC[3],uuid:a18e8179-8b9a-43b6-9703-f39b520e89b1/r1[3]/mb_HC,uuid:a18e8179-8b9a-43b6-9703-f39b520e89b1,r1[3],Tigray,Central Tigray,96,Ahiferom,
Adiahferom  health  center,120,184,uuid:a18e8179-8b9a-43b6-9703-f39b520e89b1/r1[3],uuid:a18e8179-8b9a-43b6-9703-f39b520e89b1/r1[3]/mb_HC[5],uuid:a18e8179-8b9a-43b6-9703-f39b520e89b1/r1[3]/mb_HC,uuid:a18e8179-8b9a-43b6-9703-f39b520e89b1,r1[3],Tigray,Central Tigray,96,Ahiferom,
Maykertse  health  center,447,504,uuid:a18e8179-8b9a-43b6-9703-f39b520e89b1/r1[3],uuid:a18e8179-8b9a-43b6-9703-f39b520e89b1/r1[3]/mb_HC[1],uuid:a18e8179-8b9a-43b6-9703-f39b520e89b1/r1[3]/mb_HC,uuid:a18e8179-8b9a-43b6-9703-f39b520e89b1,r1[3],Tigray,Central Tigray,96,Ahiferom,
Mezber  health  center,1853,2259,uuid:a18e8179-8b9a-43b6-9703-f39b520e89b1/r1[3],uuid:a18e8179-8b9a-43b6-9703-f39b520e89b1/r1[3]/mb_HC[6],uuid:a18e8179-8b9a-43b6-9703-f39b520e89b1/r1[3]/mb_HC,uuid:a18e8179-8b9a-43b6-9703-f39b520e89b1,r1[3],Tigray,Central Tigray,96,Ahiferom,
Dibdibo  health  center,351,737,uuid:a18e8179-8b9a-43b6-9703-f39b520e89b1/r1[3],uuid:a18e8179-8b9a-43b6-9703-f39b520e89b1/r1[3]/mb_HC[2],uuid:a18e8179-8b9a-43b6-9703-f39b520e89b1/r1[3]/mb_HC,uuid:a18e8179-8b9a-43b6-9703-f39b520e89b1,r1[3],Tigray,Central Tigray,96,Ahiferom,
Egela health  center,304,155,uuid:a18e8179-8b9a-43b6-9703-f39b520e89b1/r1[3],uuid:a18e8179-8b9a-43b6-9703-f39b520e89b1/r1[3]/mb_HC[4],uuid:a18e8179-8b9a-43b6-9703-f39b520e89b1/r1[3]/mb_HC,uuid:a18e8179-8b9a-43b6-9703-f39b520e89b1,r1[3],Tigray,Central Tigray,96,Ahiferom,
Waji Abaya(waji Medicho) HC,43,37,uuid:a1b4bc54-bd43-4e58-b418-098d894a5e4c/r1[3],uuid:a1b4bc54-bd43-4e58-b418-098d894a5e4c/r1[3]/mb_HC[2],uuid:a1b4bc54-bd43-4e58-b418-098d894a5e4c/r1[3]/mb_HC,uuid:a1b4bc54-bd43-4e58-b418-098d894a5e4c,r1[3],Oromiya,Arsi,44,SERU-WEREDA,
Homochora health center,203,63,uuid:a33d09b8-4bfc-4423-9808-c6fcd7ba1d92/r1[1],uuid:a33d09b8-4bfc-4423-9808-c6fcd7ba1d92/r1[1]/mb_HC[1],uuid:a33d09b8-4bfc-4423-9808-c6fcd7ba1d92/r1[1]/mb_HC,uuid:a33d09b8-4bfc-4423-9808-c6fcd7ba1d92,r1[1],SNNP,Hadiya,146,Gibe,
Megacho,222,64,uuid:a33d09b8-4bfc-4423-9808-c6fcd7ba1d92/r1[1],uuid:a33d09b8-4bfc-4423-9808-c6fcd7ba1d92/r1[1]/mb_HC[2],uuid:a33d09b8-4bfc-4423-9808-c6fcd7ba1d92/r1[1]/mb_HC,uuid:a33d09b8-4bfc-4423-9808-c6fcd7ba1d92,r1[1],SNNP,Hadiya,146,Gibe,
Hamboro,71,31,uuid:a33d09b8-4bfc-4423-9808-c6fcd7ba1d92/r1[1],uuid:a33d09b8-4bfc-4423-9808-c6fcd7ba1d92/r1[1]/mb_HC[3],uuid:a33d09b8-4bfc-4423-9808-c6fcd7ba1d92/r1[1]/mb_HC,uuid:a33d09b8-4bfc-4423-9808-c6fcd7ba1d92,r1[1],SNNP,Hadiya,146,Gibe,
Worabe,25,25,uuid:a4005321-37a6-480d-b473-7a454773d81f/r1[2],uuid:a4005321-37a6-480d-b473-7a454773d81f/r1[2]/mb_HC[1],uuid:a4005321-37a6-480d-b473-7a454773d81f/r1[2]/mb_HC,uuid:a4005321-37a6-480d-b473-7a454773d81f,r1[2],SNNP,Silitie,203,Werabe Town,
Majete,0,0,uuid:a428aaf2-9d7f-4847-9462-c1108547fef2/r1[2],uuid:a428aaf2-9d7f-4847-9462-c1108547fef2/r1[2]/mb_HC[6],uuid:a428aaf2-9d7f-4847-9462-c1108547fef2/r1[2]/mb_HC,uuid:a428aaf2-9d7f-4847-9462-c1108547fef2,r1[2],Amhara,North Shewa,245,Efrata,
Karakori,42,31,uuid:a428aaf2-9d7f-4847-9462-c1108547fef2/r1[2],uuid:a428aaf2-9d7f-4847-9462-c1108547fef2/r1[2]/mb_HC[5],uuid:a428aaf2-9d7f-4847-9462-c1108547fef2/r1[2]/mb_HC,uuid:a428aaf2-9d7f-4847-9462-c1108547fef2,r1[2],Amhara,North Shewa,245,Efrata,
Meskel ber,0,0,uuid:a428aaf2-9d7f-4847-9462-c1108547fef2/r1[2],uuid:a428aaf2-9d7f-4847-9462-c1108547fef2/r1[2]/mb_HC[7],uuid:a428aaf2-9d7f-4847-9462-c1108547fef2/r1[2]/mb_HC,uuid:a428aaf2-9d7f-4847-9462-c1108547fef2,r1[2],Amhara,North Shewa,245,Efrata,
Alala,24,91,uuid:a428aaf2-9d7f-4847-9462-c1108547fef2/r1[2],uuid:a428aaf2-9d7f-4847-9462-c1108547fef2/r1[2]/mb_HC[4],uuid:a428aaf2-9d7f-4847-9462-c1108547fef2/r1[2]/mb_HC,uuid:a428aaf2-9d7f-4847-9462-c1108547fef2,r1[2],Amhara,North Shewa,245,Efrata,
Jewuha,154,226,uuid:a428aaf2-9d7f-4847-9462-c1108547fef2/r1[2],uuid:a428aaf2-9d7f-4847-9462-c1108547fef2/r1[2]/mb_HC[3],uuid:a428aaf2-9d7f-4847-9462-c1108547fef2/r1[2]/mb_HC,uuid:a428aaf2-9d7f-4847-9462-c1108547fef2,r1[2],Amhara,North Shewa,245,Efrata,
Ataye,67,192,uuid:a428aaf2-9d7f-4847-9462-c1108547fef2/r1[2],uuid:a428aaf2-9d7f-4847-9462-c1108547fef2/r1[2]/mb_HC[1],uuid:a428aaf2-9d7f-4847-9462-c1108547fef2/r1[2]/mb_HC,uuid:a428aaf2-9d7f-4847-9462-c1108547fef2,r1[2],Amhara,North Shewa,245,Efrata,
Bergbi,3,14,uuid:a428aaf2-9d7f-4847-9462-c1108547fef2/r1[2],uuid:a428aaf2-9d7f-4847-9462-c1108547fef2/r1[2]/mb_HC[2],uuid:a428aaf2-9d7f-4847-9462-c1108547fef2/r1[2]/mb_HC,uuid:a428aaf2-9d7f-4847-9462-c1108547fef2,r1[2],Amhara,North Shewa,245,Efrata,
Jarsa,0,0,uuid:a4f0ca06-d156-4c18-985e-7e5ceac8ba40/r1[3],uuid:a4f0ca06-d156-4c18-985e-7e5ceac8ba40/r1[3]/mb_HC[4],uuid:a4f0ca06-d156-4c18-985e-7e5ceac8ba40/r1[3]/mb_HC,uuid:a4f0ca06-d156-4c18-985e-7e5ceac8ba40,r1[3],Amhara,North Wollo,207,Gubalaftu,
Bklomankia,2,1,uuid:a4f0ca06-d156-4c18-985e-7e5ceac8ba40/r1[3],uuid:a4f0ca06-d156-4c18-985e-7e5ceac8ba40/r1[3]/mb_HC[7],uuid:a4f0ca06-d156-4c18-985e-7e5ceac8ba40/r1[3]/mb_HC,uuid:a4f0ca06-d156-4c18-985e-7e5ceac8ba40,r1[3],Amhara,North Wollo,207,Gubalaftu,
Sewamida,18,6,uuid:a4f0ca06-d156-4c18-985e-7e5ceac8ba40/r1[3],uuid:a4f0ca06-d156-4c18-985e-7e5ceac8ba40/r1[3]/mb_HC[3],uuid:a4f0ca06-d156-4c18-985e-7e5ceac8ba40/r1[3]/mb_HC,uuid:a4f0ca06-d156-4c18-985e-7e5ceac8ba40,r1[3],Amhara,North Wollo,207,Gubalaftu,
Hara,378,317,uuid:a4f0ca06-d156-4c18-985e-7e5ceac8ba40/r1[3],uuid:a4f0ca06-d156-4c18-985e-7e5ceac8ba40/r1[3]/mb_HC[1],uuid:a4f0ca06-d156-4c18-985e-7e5ceac8ba40/r1[3]/mb_HC,uuid:a4f0ca06-d156-4c18-985e-7e5ceac8ba40,r1[3],Amhara,North Wollo,207,Gubalaftu,
Maso dengola,0,0,uuid:a4f0ca06-d156-4c18-985e-7e5ceac8ba40/r1[3],uuid:a4f0ca06-d156-4c18-985e-7e5ceac8ba40/r1[3]/mb_HC[6],uuid:a4f0ca06-d156-4c18-985e-7e5ceac8ba40/r1[3]/mb_HC,uuid:a4f0ca06-d156-4c18-985e-7e5ceac8ba40,r1[3],Amhara,North Wollo,207,Gubalaftu,
Wedmen,3,2,uuid:a4f0ca06-d156-4c18-985e-7e5ceac8ba40/r1[3],uuid:a4f0ca06-d156-4c18-985e-7e5ceac8ba40/r1[3]/mb_HC[5],uuid:a4f0ca06-d156-4c18-985e-7e5ceac8ba40/r1[3]/mb_HC,uuid:a4f0ca06-d156-4c18-985e-7e5ceac8ba40,r1[3],Amhara,North Wollo,207,Gubalaftu,
Babasrat,0,0,uuid:a4f0ca06-d156-4c18-985e-7e5ceac8ba40/r1[3],uuid:a4f0ca06-d156-4c18-985e-7e5ceac8ba40/r1[3]/mb_HC[8],uuid:a4f0ca06-d156-4c18-985e-7e5ceac8ba40/r1[3]/mb_HC,uuid:a4f0ca06-d156-4c18-985e-7e5ceac8ba40,r1[3],Amhara,North Wollo,207,Gubalaftu,
Awenttegegn,0,0,uuid:a4f0ca06-d156-4c18-985e-7e5ceac8ba40/r1[3],uuid:a4f0ca06-d156-4c18-985e-7e5ceac8ba40/r1[3]/mb_HC[9],uuid:a4f0ca06-d156-4c18-985e-7e5ceac8ba40/r1[3]/mb_HC,uuid:a4f0ca06-d156-4c18-985e-7e5ceac8ba40,r1[3],Amhara,North Wollo,207,Gubalaftu,
Sanka,278,209,uuid:a4f0ca06-d156-4c18-985e-7e5ceac8ba40/r1[3],uuid:a4f0ca06-d156-4c18-985e-7e5ceac8ba40/r1[3]/mb_HC[2],uuid:a4f0ca06-d156-4c18-985e-7e5ceac8ba40/r1[3]/mb_HC,uuid:a4f0ca06-d156-4c18-985e-7e5ceac8ba40,r1[3],Amhara,North Wollo,207,Gubalaftu,
Wachu Hc,6,2,uuid:a52a01fb-41a7-4980-ad0b-ad8dc18bd5f8/r1[1],uuid:a52a01fb-41a7-4980-ad0b-ad8dc18bd5f8/r1[1]/mb_HC[2],uuid:a52a01fb-41a7-4980-ad0b-ad8dc18bd5f8/r1[1]/mb_HC,uuid:a52a01fb-41a7-4980-ad0b-ad8dc18bd5f8,r1[1],Oromiya,West Hararge,63,HABRO-WEREDA,
Firi jiru Hc,0,1,uuid:a52a01fb-41a7-4980-ad0b-ad8dc18bd5f8/r1[1],uuid:a52a01fb-41a7-4980-ad0b-ad8dc18bd5f8/r1[1]/mb_HC[6],uuid:a52a01fb-41a7-4980-ad0b-ad8dc18bd5f8/r1[1]/mb_HC,uuid:a52a01fb-41a7-4980-ad0b-ad8dc18bd5f8,r1[1],Oromiya,West Hararge,63,HABRO-WEREDA,
Bebeleti Hc,11,17,uuid:a52a01fb-41a7-4980-ad0b-ad8dc18bd5f8/r1[1],uuid:a52a01fb-41a7-4980-ad0b-ad8dc18bd5f8/r1[1]/mb_HC[1],uuid:a52a01fb-41a7-4980-ad0b-ad8dc18bd5f8/r1[1]/mb_HC,uuid:a52a01fb-41a7-4980-ad0b-ad8dc18bd5f8,r1[1],Oromiya,West Hararge,63,HABRO-WEREDA,
Weyne Hc,4,2,uuid:a52a01fb-41a7-4980-ad0b-ad8dc18bd5f8/r1[1],uuid:a52a01fb-41a7-4980-ad0b-ad8dc18bd5f8/r1[1]/mb_HC[3],uuid:a52a01fb-41a7-4980-ad0b-ad8dc18bd5f8/r1[1]/mb_HC,uuid:a52a01fb-41a7-4980-ad0b-ad8dc18bd5f8,r1[1],Oromiya,West Hararge,63,HABRO-WEREDA,
Dereku,16,4,uuid:a52a01fb-41a7-4980-ad0b-ad8dc18bd5f8/r1[1],uuid:a52a01fb-41a7-4980-ad0b-ad8dc18bd5f8/r1[1]/mb_HC[5],uuid:a52a01fb-41a7-4980-ad0b-ad8dc18bd5f8/r1[1]/mb_HC,uuid:a52a01fb-41a7-4980-ad0b-ad8dc18bd5f8,r1[1],Oromiya,West Hararge,63,HABRO-WEREDA,
Cheffe Hc,0,2,uuid:a52a01fb-41a7-4980-ad0b-ad8dc18bd5f8/r1[1],uuid:a52a01fb-41a7-4980-ad0b-ad8dc18bd5f8/r1[1]/mb_HC[4],uuid:a52a01fb-41a7-4980-ad0b-ad8dc18bd5f8/r1[1]/mb_HC,uuid:a52a01fb-41a7-4980-ad0b-ad8dc18bd5f8,r1[1],Oromiya,West Hararge,63,HABRO-WEREDA,
Gelemeso Hc,2,3,uuid:a52a01fb-41a7-4980-ad0b-ad8dc18bd5f8/r1[1],uuid:a52a01fb-41a7-4980-ad0b-ad8dc18bd5f8/r1[1]/mb_HC[7],uuid:a52a01fb-41a7-4980-ad0b-ad8dc18bd5f8/r1[1]/mb_HC,uuid:a52a01fb-41a7-4980-ad0b-ad8dc18bd5f8,r1[1],Oromiya,West Hararge,63,HABRO-WEREDA,
Haro,188,67,uuid:aa9620ab-fd13-47b9-9339-223ac85e1ed8/r1[1],uuid:aa9620ab-fd13-47b9-9339-223ac85e1ed8/r1[1]/mb_HC[5],uuid:aa9620ab-fd13-47b9-9339-223ac85e1ed8/r1[1]/mb_HC,uuid:aa9620ab-fd13-47b9-9339-223ac85e1ed8,r1[1],Amhara,North Wollo,208,Habru,
Girana,273,146,uuid:aa9620ab-fd13-47b9-9339-223ac85e1ed8/r1[1],uuid:aa9620ab-fd13-47b9-9339-223ac85e1ed8/r1[1]/mb_HC[6],uuid:aa9620ab-fd13-47b9-9339-223ac85e1ed8/r1[1]/mb_HC,uuid:aa9620ab-fd13-47b9-9339-223ac85e1ed8,r1[1],Amhara,North Wollo,208,Habru,
Sirnka,24,13,uuid:aa9620ab-fd13-47b9-9339-223ac85e1ed8/r1[1],uuid:aa9620ab-fd13-47b9-9339-223ac85e1ed8/r1[1]/mb_HC[2],uuid:aa9620ab-fd13-47b9-9339-223ac85e1ed8/r1[1]/mb_HC,uuid:aa9620ab-fd13-47b9-9339-223ac85e1ed8,r1[1],Amhara,North Wollo,208,Habru,
Mersa,531,245,uuid:aa9620ab-fd13-47b9-9339-223ac85e1ed8/r1[1],uuid:aa9620ab-fd13-47b9-9339-223ac85e1ed8/r1[1]/mb_HC[1],uuid:aa9620ab-fd13-47b9-9339-223ac85e1ed8/r1[1]/mb_HC,uuid:aa9620ab-fd13-47b9-9339-223ac85e1ed8,r1[1],Amhara,North Wollo,208,Habru,
Bhoro,8,22,uuid:aa9620ab-fd13-47b9-9339-223ac85e1ed8/r1[1],uuid:aa9620ab-fd13-47b9-9339-223ac85e1ed8/r1[1]/mb_HC[4],uuid:aa9620ab-fd13-47b9-9339-223ac85e1ed8/r1[1]/mb_HC,uuid:aa9620ab-fd13-47b9-9339-223ac85e1ed8,r1[1],Amhara,North Wollo,208,Habru,
Arerit,125,55,uuid:aa9620ab-fd13-47b9-9339-223ac85e1ed8/r1[1],uuid:aa9620ab-fd13-47b9-9339-223ac85e1ed8/r1[1]/mb_HC[3],uuid:aa9620ab-fd13-47b9-9339-223ac85e1ed8/r1[1]/mb_HC,uuid:aa9620ab-fd13-47b9-9339-223ac85e1ed8,r1[1],Amhara,North Wollo,208,Habru,
Wrgisa,13,12,uuid:aa9620ab-fd13-47b9-9339-223ac85e1ed8/r1[1],uuid:aa9620ab-fd13-47b9-9339-223ac85e1ed8/r1[1]/mb_HC[7],uuid:aa9620ab-fd13-47b9-9339-223ac85e1ed8/r1[1]/mb_HC,uuid:aa9620ab-fd13-47b9-9339-223ac85e1ed8,r1[1],Amhara,North Wollo,208,Habru,
Chelelekitu HC,145,76,uuid:ac7f1e32-23f5-468f-bce4-c637db9a780b/r1[2],uuid:ac7f1e32-23f5-468f-bce4-c637db9a780b/r1[2]/mb_HC[1],uuid:ac7f1e32-23f5-468f-bce4-c637db9a780b/r1[2]/mb_HC,uuid:ac7f1e32-23f5-468f-bce4-c637db9a780b,r1[2],SNNP,Gedeo,189,Kochore,
Kisha HC,10,5,uuid:ac7f1e32-23f5-468f-bce4-c637db9a780b/r1[2],uuid:ac7f1e32-23f5-468f-bce4-c637db9a780b/r1[2]/mb_HC[5],uuid:ac7f1e32-23f5-468f-bce4-c637db9a780b/r1[2]/mb_HC,uuid:ac7f1e32-23f5-468f-bce4-c637db9a780b,r1[2],SNNP,Gedeo,189,Kochore,
Shiffo HC,15,7,uuid:ac7f1e32-23f5-468f-bce4-c637db9a780b/r1[2],uuid:ac7f1e32-23f5-468f-bce4-c637db9a780b/r1[2]/mb_HC[4],uuid:ac7f1e32-23f5-468f-bce4-c637db9a780b/r1[2]/mb_HC,uuid:ac7f1e32-23f5-468f-bce4-c637db9a780b,r1[2],SNNP,Gedeo,189,Kochore,
Haniko HC,4,2,uuid:ac7f1e32-23f5-468f-bce4-c637db9a780b/r1[2],uuid:ac7f1e32-23f5-468f-bce4-c637db9a780b/r1[2]/mb_HC[6],uuid:ac7f1e32-23f5-468f-bce4-c637db9a780b/r1[2]/mb_HC,uuid:ac7f1e32-23f5-468f-bce4-c637db9a780b,r1[2],SNNP,Gedeo,189,Kochore,
Fissa Genet HC,15,8,uuid:ac7f1e32-23f5-468f-bce4-c637db9a780b/r1[2],uuid:ac7f1e32-23f5-468f-bce4-c637db9a780b/r1[2]/mb_HC[2],uuid:ac7f1e32-23f5-468f-bce4-c637db9a780b/r1[2]/mb_HC,uuid:ac7f1e32-23f5-468f-bce4-c637db9a780b,r1[2],SNNP,Gedeo,189,Kochore,
BiloYa HC,97,35,uuid:ac7f1e32-23f5-468f-bce4-c637db9a780b/r1[2],uuid:ac7f1e32-23f5-468f-bce4-c637db9a780b/r1[2]/mb_HC[3],uuid:ac7f1e32-23f5-468f-bce4-c637db9a780b/r1[2]/mb_HC,uuid:ac7f1e32-23f5-468f-bce4-c637db9a780b,r1[2],SNNP,Gedeo,189,Kochore,
Tula hirecha hc,0,0,uuid:ad126816-834f-4635-8888-5c898f10be08/r1[2],uuid:ad126816-834f-4635-8888-5c898f10be08/r1[2]/mb_HC[4],uuid:ad126816-834f-4635-8888-5c898f10be08/r1[2]/mb_HC,uuid:ad126816-834f-4635-8888-5c898f10be08,r1[2],SNNP,Sidama,182,Dara,
Odola hc,88,63,uuid:ad126816-834f-4635-8888-5c898f10be08/r1[2],uuid:ad126816-834f-4635-8888-5c898f10be08/r1[2]/mb_HC[1],uuid:ad126816-834f-4635-8888-5c898f10be08/r1[2]/mb_HC,uuid:ad126816-834f-4635-8888-5c898f10be08,r1[2],SNNP,Sidama,182,Dara,
Dama banko hc,0,0,uuid:ad126816-834f-4635-8888-5c898f10be08/r1[2],uuid:ad126816-834f-4635-8888-5c898f10be08/r1[2]/mb_HC[2],uuid:ad126816-834f-4635-8888-5c898f10be08/r1[2]/mb_HC,uuid:ad126816-834f-4635-8888-5c898f10be08,r1[2],SNNP,Sidama,182,Dara,
Teferkela hc,88,63,uuid:ad126816-834f-4635-8888-5c898f10be08/r1[2],uuid:ad126816-834f-4635-8888-5c898f10be08/r1[2]/mb_HC[5],uuid:ad126816-834f-4635-8888-5c898f10be08/r1[2]/mb_HC,uuid:ad126816-834f-4635-8888-5c898f10be08,r1[2],SNNP,Sidama,182,Dara,
Banko markos hc,0,0,uuid:ad126816-834f-4635-8888-5c898f10be08/r1[2],uuid:ad126816-834f-4635-8888-5c898f10be08/r1[2]/mb_HC[6],uuid:ad126816-834f-4635-8888-5c898f10be08/r1[2]/mb_HC,uuid:ad126816-834f-4635-8888-5c898f10be08,r1[2],SNNP,Sidama,182,Dara,
Abera banko hc,0,0,uuid:ad126816-834f-4635-8888-5c898f10be08/r1[2],uuid:ad126816-834f-4635-8888-5c898f10be08/r1[2]/mb_HC[3],uuid:ad126816-834f-4635-8888-5c898f10be08/r1[2]/mb_HC,uuid:ad126816-834f-4635-8888-5c898f10be08,r1[2],SNNP,Sidama,182,Dara,
Kukufto   Health   Center,522,961,uuid:ad361e31-6b4f-4d09-afd3-38dd0b8205fd/r1[4],uuid:ad361e31-6b4f-4d09-afd3-38dd0b8205fd/r1[4]/mb_HC[4],uuid:ad361e31-6b4f-4d09-afd3-38dd0b8205fd/r1[4]/mb_HC,uuid:ad361e31-6b4f-4d09-afd3-38dd0b8205fd,r1[4],,,,,
Machare   Health   Center,154,487,uuid:ad361e31-6b4f-4d09-afd3-38dd0b8205fd/r1[4],uuid:ad361e31-6b4f-4d09-afd3-38dd0b8205fd/r1[4]/mb_HC[1],uuid:ad361e31-6b4f-4d09-afd3-38dd0b8205fd/r1[4]/mb_HC,uuid:ad361e31-6b4f-4d09-afd3-38dd0b8205fd,r1[4],,,,,
Chercher   Health   Center,278,315,uuid:ad361e31-6b4f-4d09-afd3-38dd0b8205fd/r1[4],uuid:ad361e31-6b4f-4d09-afd3-38dd0b8205fd/r1[4]/mb_HC[6],uuid:ad361e31-6b4f-4d09-afd3-38dd0b8205fd/r1[4]/mb_HC,uuid:ad361e31-6b4f-4d09-afd3-38dd0b8205fd,r1[4],,,,,
Balla   Health   Center,1090,687,uuid:ad361e31-6b4f-4d09-afd3-38dd0b8205fd/r1[4],uuid:ad361e31-6b4f-4d09-afd3-38dd0b8205fd/r1[4]/mb_HC[5],uuid:ad361e31-6b4f-4d09-afd3-38dd0b8205fd/r1[4]/mb_HC,uuid:ad361e31-6b4f-4d09-afd3-38dd0b8205fd,r1[4],,,,,
Kara   Health   Center,331,619,uuid:ad361e31-6b4f-4d09-afd3-38dd0b8205fd/r1[4],uuid:ad361e31-6b4f-4d09-afd3-38dd0b8205fd/r1[4]/mb_HC[3],uuid:ad361e31-6b4f-4d09-afd3-38dd0b8205fd/r1[4]/mb_HC,uuid:ad361e31-6b4f-4d09-afd3-38dd0b8205fd,r1[4],,,,,
Hadaliga   Health   Center,259,846,uuid:ad361e31-6b4f-4d09-afd3-38dd0b8205fd/r1[4],uuid:ad361e31-6b4f-4d09-afd3-38dd0b8205fd/r1[4]/mb_HC[7],uuid:ad361e31-6b4f-4d09-afd3-38dd0b8205fd/r1[4]/mb_HC,uuid:ad361e31-6b4f-4d09-afd3-38dd0b8205fd,r1[4],,,,,
Hawelity   Health   Center,122,347,uuid:ad361e31-6b4f-4d09-afd3-38dd0b8205fd/r1[4],uuid:ad361e31-6b4f-4d09-afd3-38dd0b8205fd/r1[4]/mb_HC[2],uuid:ad361e31-6b4f-4d09-afd3-38dd0b8205fd/r1[4]/mb_HC,uuid:ad361e31-6b4f-4d09-afd3-38dd0b8205fd,r1[4],,,,,
Tamo,0,0,uuid:ad91ad42-5e89-49ac-9321-baf9b6f580f4/r1[3],uuid:ad91ad42-5e89-49ac-9321-baf9b6f580f4/r1[3]/mb_HC[3],uuid:ad91ad42-5e89-49ac-9321-baf9b6f580f4/r1[3]/mb_HC,uuid:ad91ad42-5e89-49ac-9321-baf9b6f580f4,r1[3],Amhara,North Shewa,241,Asagirt,
Gina Ager,0,0,uuid:ad91ad42-5e89-49ac-9321-baf9b6f580f4/r1[3],uuid:ad91ad42-5e89-49ac-9321-baf9b6f580f4/r1[3]/mb_HC[1],uuid:ad91ad42-5e89-49ac-9321-baf9b6f580f4/r1[3]/mb_HC,uuid:ad91ad42-5e89-49ac-9321-baf9b6f580f4,r1[3],Amhara,North Shewa,241,Asagirt,
Tidish,1,1,uuid:ad91ad42-5e89-49ac-9321-baf9b6f580f4/r1[3],uuid:ad91ad42-5e89-49ac-9321-baf9b6f580f4/r1[3]/mb_HC[2],uuid:ad91ad42-5e89-49ac-9321-baf9b6f580f4/r1[3]/mb_HC,uuid:ad91ad42-5e89-49ac-9321-baf9b6f580f4,r1[3],Amhara,North Shewa,241,Asagirt,
Awbare health centet,17,6,uuid:adec1d1a-105a-4942-857f-e32941f56d12/r1[1],uuid:adec1d1a-105a-4942-857f-e32941f56d12/r1[1]/mb_HC[2],uuid:adec1d1a-105a-4942-857f-e32941f56d12/r1[1]/mb_HC,uuid:adec1d1a-105a-4942-857f-e32941f56d12,r1[1],Oromiya,East Hararge,81,GURSUM-WEREDA,
Oda santala health centare,103,5,uuid:adec1d1a-105a-4942-857f-e32941f56d12/r1[1],uuid:adec1d1a-105a-4942-857f-e32941f56d12/r1[1]/mb_HC[6],uuid:adec1d1a-105a-4942-857f-e32941f56d12/r1[1]/mb_HC,uuid:adec1d1a-105a-4942-857f-e32941f56d12,r1[1],Oromiya,East Hararge,81,GURSUM-WEREDA,
Sakare health center,3,5,uuid:adec1d1a-105a-4942-857f-e32941f56d12/r1[1],uuid:adec1d1a-105a-4942-857f-e32941f56d12/r1[1]/mb_HC[7],uuid:adec1d1a-105a-4942-857f-e32941f56d12/r1[1]/mb_HC,uuid:adec1d1a-105a-4942-857f-e32941f56d12,r1[1],Oromiya,East Hararge,81,GURSUM-WEREDA,
